,categories,geocodes,link,name,rating
71,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.094784, 'longitude': 11.515721}, 'roof': {'latitude': 48.094784, 'longitude': 11.515721}}",/v3/places/4b928f6df964a5205d0434e3,"Holiday Inn Munich - South, an IHG Hotel",6.5
72,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.141655, 'longitude': 11.559352}, 'roof': {'latitude': 48.141655, 'longitude': 11.559352}}",/v3/places/4ade0c8cf964a520c06721e3,Eden Hotel Wolff,6.5
73,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.138303, 'longitude': 11.558789}, 'roof': {'latitude': 48.138303, 'longitude': 11.558789}}",/v3/places/4ade0c8df964a520c46721e3,Maritim Hotel München,6.2
74,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.141642, 'longitude': 11.448937}, 'roof': {'latitude': 48.141642, 'longitude': 11.448937}}",/v3/places/4b95771cf964a52002a434e3,Seibel's Park Hotel,6.1
75,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 48.138963, 'longitude': 11.557392}, 'main': {'latitude': 48.138976, 'longitude': 11.55713}, 'roof': {'latitude': 48.138976, 'longitude': 11.55713}}",/v3/places/4b5caf11f964a520423e29e3,Fleming's Hotel München-City,6.1
76,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.1348, 'longitude': 11.523738}, 'roof': {'latitude': 48.1348, 'longitude': 11.523738}}",/v3/places/4b862618f964a520288131e3,ibis Munich City West,6.0
77,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 48.128219, 'longitude': 11.588106}, 'main': {'latitude': 48.127595, 'longitude': 11.589627}, 'roof': {'latitude': 48.127595, 'longitude': 11.589627}}",/v3/places/57c7c9f9498eb6ed6ea7d5fe,Living Hotel am Deutschen Museum,5.9
78,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.111149, 'longitude': 11.618174}, 'roof': {'latitude': 48.111149, 'longitude': 11.618174}}",/v3/places/4b1d5f25f964a520830f24e3,NH München City Süd,5.8
79,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.142003, 'longitude': 11.557627}, 'roof': {'latitude': 48.142003, 'longitude': 11.557627}}",/v3/places/4ade0c89f964a520b06721e3,Hotel Amba,5.7
80,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.137667, 'longitude': 11.558847}, 'roof': {'latitude': 48.137667, 'longitude': 11.558847}}",/v3/places/4b9f8f54f964a520522b37e3,Hotel Dolomit,5.7
81,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 48.135816, 'longitude': 11.560873}, 'main': {'latitude': 48.135835, 'longitude': 11.560709}, 'roof': {'latitude': 48.135835, 'longitude': 11.560709}}",/v3/places/4ade0c98f964a520026821e3,Brunnenhof Hotel,5.6
82,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.166586, 'longitude': 11.586597}, 'roof': {'latitude': 48.166586, 'longitude': 11.586597}}",/v3/places/4ade0c8bf964a520b96721e3,Mercure Hotel Munich Schwabing,5.5
83,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 48.136897, 'longitude': 11.560982}, 'main': {'latitude': 48.136883, 'longitude': 11.561145}, 'roof': {'latitude': 48.136883, 'longitude': 11.561145}}",/v3/places/4b684ac9f964a520e76f2be3,Hotel Italia,5.3
84,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 48.183647, 'longitude': 11.594064}, 'main': {'latitude': 48.183426, 'longitude': 11.594017}, 'roof': {'latitude': 48.183426, 'longitude': 11.594017}}",/v3/places/4d07981a28926ea8c5387bc2,Rilano,5.0
85,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.135792, 'longitude': 11.579586}, 'roof': {'latitude': 48.135792, 'longitude': 11.579586}}",/v3/places/5de165e4593a3f000802171e,Haus im Tal,
86,"[{'id': 19013, 'name': 'Hostel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hostel_', 'suffix': '.png'}}, {'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 48.135454, 'longitude': 11.565596}, 'main': {'latitude': 48.135527, 'longitude': 11.565721}, 'roof': {'latitude': 48.135527, 'longitude': 11.565721}}",/v3/places/5d25934b9df1dc0023cfb011,Premier Inn Munich City Zentrum hotel,
87,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.139199, 'longitude': 11.561716}}",/v3/places/62659c26fd66b8123ebb7d4a,Ruby Rosi Hotel Munich,
88,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.138247, 'longitude': 11.560917}}",/v3/places/5cb4c03881a0ea002c889a1b,AWA Hotel,
89,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.141552, 'longitude': 11.560088}, 'roof': {'latitude': 48.141552, 'longitude': 11.560088}}",/v3/places/5cc1ed7635f983002c98043e,Hotel NH Collection München Bavaria,
90,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 48.142907, 'longitude': 11.560151}, 'main': {'latitude': 48.142959, 'longitude': 11.560346}, 'roof': {'latitude': 48.142959, 'longitude': 11.560346}}",/v3/places/58a06dba11742055e387c48c,Advastay By King´s,
91,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.136224, 'longitude': 11.554799}}",/v3/places/60c6f0273c86167665605b3a,Schwan Locke,
92,"[{'id': 19013, 'name': 'Hostel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hostel_', 'suffix': '.png'}}, {'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.157057, 'longitude': 11.543854}, 'roof': {'latitude': 48.157057, 'longitude': 11.543854}}",/v3/places/59d8e5399deb7d125d1b72e6,SVG Boardinghaus,
93,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.16486, 'longitude': 11.538489}, 'roof': {'latitude': 48.16486, 'longitude': 11.538489}}",/v3/places/5cc0d4875f68b9002cf628d8,MEININGER Hotel München Olympiapark,
94,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.186225, 'longitude': 11.559667}}",/v3/places/61256acbe4572f1dd67e6490,the niu Brass,
95,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.097259, 'longitude': 11.528394}}",/v3/places/60ec4f8f0ef6654472d0be1e,WunderLocke,
96,"[{'id': 19010, 'name': 'Bed and Breakfast', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/bedandbreakfast_', 'suffix': '.png'}}, {'id': 19013, 'name': 'Hostel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hostel_', 'suffix': '.png'}}, {'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.187701, 'longitude': 11.592028}, 'roof': {'latitude': 48.187701, 'longitude': 11.592028}}",/v3/places/5ca46677e0c0c90039f44e1a,Premier Inn Munich City Schwabing hotel,
97,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 48.18981945952639, 'longitude': 11.58531367778778}}",/v3/places/623f2afa8421d43b68030d16,Hampton By Hilton Munich City North,
