,categories,geocodes,link,name,popularity,rating
41,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}, {'id': 13003, 'name': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}}, {'id': 13000, 'name': 'Dining and Drinking', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]","{'main': {'latitude': 50.169793, 'longitude': 8.637991}, 'roof': {'latitude': 50.169793, 'longitude': 8.637991}}",/v3/places/4bc782c693bdeee1817737ae,Relexa Hotel Frankfurt/ Main,0.9701229576602808,7.0
42,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 50.111835, 'longitude': 8.704755}, 'main': {'latitude': 50.112104, 'longitude': 8.704846}, 'roof': {'latitude': 50.112104, 'longitude': 8.704846}}",/v3/places/582e09b424fd71430dcc4254,INNSIDE Frankfurt Ostend,0.9903562619387623,7.0
43,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 50.106862, 'longitude': 8.741238}, 'main': {'latitude': 50.106883, 'longitude': 8.741422}, 'roof': {'latitude': 50.106883, 'longitude': 8.741422}}",/v3/places/4b6acb8cf964a520aae02be3,Best Western,0.9652269060291908,7.0
44,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.080466, 'longitude': 8.628231}, 'roof': {'latitude': 50.080466, 'longitude': 8.628231}}",/v3/places/4ba917e0f964a520c80a3ae3,Innside by Melia Frankfurt Niederrad,0.9858311233100276,6.9
45,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.055853, 'longitude': 8.590384}, 'roof': {'latitude': 50.055853, 'longitude': 8.590384}}",/v3/places/584647418d8e996ea2225478,"Holiday Inn Frankfurt Airport, an IHG Hotel",0.9973850633333952,6.8
46,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.09765, 'longitude': 8.689307}, 'roof': {'latitude': 50.09765, 'longitude': 8.689307}}",/v3/places/4c3cd5e415cb1b8dc3277bdc,Hotel Am Berg,0.9241668366684594,6.7
47,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.107703, 'longitude': 8.660537}, 'roof': {'latitude': 50.107703, 'longitude': 8.660537}}",/v3/places/4c5906782091a5931d0d5cd0,Hotel Cristall,0.9630941562656479,6.7
48,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.119855, 'longitude': 8.677861}, 'roof': {'latitude': 50.119855, 'longitude': 8.677861}}",/v3/places/4b05884df964a5200bbd22e3,Turm Hotel,0.967341110142616,6.6
49,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.105269, 'longitude': 8.663576}, 'roof': {'latitude': 50.105269, 'longitude': 8.663576}}",/v3/places/564bc2f938fae2c0d65a404a,Grand Hotel Empire Frankfurt,0.9860165798112053,6.5
50,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.115768, 'longitude': 8.642216}, 'roof': {'latitude': 50.115768, 'longitude': 8.642216}}",/v3/places/4b9548f9f964a5203d9a34e3,Novotel Frankfurt City,0.9689360360527438,6.5
51,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 50.116503, 'longitude': 8.680433}, 'main': {'latitude': 50.116384, 'longitude': 8.680402}, 'roof': {'latitude': 50.116384, 'longitude': 8.680402}}",/v3/places/5beb8ad36e69af31232e5b34,Residence Inn by Marriott Frankfurt City Center,0.9907457205912353,6.4
52,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.104481, 'longitude': 8.686653}, 'roof': {'latitude': 50.104481, 'longitude': 8.686653}}",/v3/places/4b05884cf964a520edbc22e3,Maingau Hotel,0.9500565642328592,6.4
53,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.108741, 'longitude': 8.656017}, 'roof': {'latitude': 50.108741, 'longitude': 8.656017}}",/v3/places/55af917d498ee9a4d8a2c8cf,Skyline Hotel,0.9425270302850467,6.4
54,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.058749, 'longitude': 8.589297}, 'roof': {'latitude': 50.058749, 'longitude': 8.589297}}",/v3/places/4b05884df964a52020bd22e3,Steigenberger Airport Hotel,0.9810834368798799,6.4
55,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 50.055419, 'longitude': 8.589012}, 'main': {'latitude': 50.055712, 'longitude': 8.589028}, 'roof': {'latitude': 50.055712, 'longitude': 8.589028}}",/v3/places/5c3e08e7b399f7002c3db45c,Hampton by Hilton Frankfurt Airport,0.9962352330260937,6.4
56,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 50.109208, 'longitude': 8.662969}, 'main': {'latitude': 50.109349, 'longitude': 8.662918}, 'roof': {'latitude': 50.109349, 'longitude': 8.662918}}",/v3/places/5c72d0fae679bc002cef9469,the niu Charly,0.9667291036887298,6.4
57,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.102074, 'longitude': 8.697916}}",/v3/places/4b633e79f964a5201f6d2ae3,Hotel Cult,0.9933606572578402,6.3
58,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.10825613153284, 'longitude': 8.667102456092834}}",/v3/places/4d4d2838a7f86ea8448433de,Mercure Hotel Kaiserhof Frankfurt City Center,0.9934904768086645,6.3
59,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.091639, 'longitude': 8.690865}, 'roof': {'latitude': 50.091639, 'longitude': 8.690865}}",/v3/places/53711b9311d2c05605a19b5c,Leonardo Royal Hotel Frankfurt,0.9923962834517164,6.3
60,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.111834, 'longitude': 8.683041}, 'roof': {'latitude': 50.111834, 'longitude': 8.683041}}",/v3/places/4d578d16577aa0938a8147b9,Hotel Miramar,0.9826412714897721,6.2
61,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'drop_off': {'latitude': 50.104425, 'longitude': 8.662005}, 'main': {'latitude': 50.104317, 'longitude': 8.661886}, 'roof': {'latitude': 50.104317, 'longitude': 8.661886}}",/v3/places/58c9c4e1040d531231ebbdf5,Toyoko Inn Frankfurt Central Station (Toyoko Inn Frankfurt Hauptbahnhof),0.9869624079672112,6.2
62,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.067299, 'longitude': 8.642867}, 'roof': {'latitude': 50.067299, 'longitude': 8.642867}}",/v3/places/4e058e2e2271dfa46ba33fa5,Lindner Hotel & Sports Academy,0.9598301218449212,6.1
63,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.112936, 'longitude': 8.649442}, 'roof': {'latitude': 50.112936, 'longitude': 8.649442}}",/v3/places/4b05884df964a52009bd22e3,Maritim Hotel,0.9964577808275069,6.1
64,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.108064, 'longitude': 8.66152}, 'roof': {'latitude': 50.108064, 'longitude': 8.66152}}",/v3/places/4b7c7d51f964a52081962fe3,Steigenberger Hotel Metropolitan,0.9868696797166224,6.1
65,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.081655, 'longitude': 8.61917}, 'roof': {'latitude': 50.081655, 'longitude': 8.61917}}",/v3/places/4bb2f830a32876b07e3a01fe,Flughafenhotel Motel One Frankfurt-Airport,0.9785797741139816,6.0
66,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.084829, 'longitude': 8.629303}}",/v3/places/4bc782c793bdeee1827737ae,NH Frankfurt Niederrad,0.9720146139722928,6.0
67,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.141749, 'longitude': 8.747806}, 'roof': {'latitude': 50.141749, 'longitude': 8.747806}}",/v3/places/4bc77057af07a59302307f2d,Hotel Amadeus Frankfurt,0.9868882253667403,5.9
68,"[{'id': 19013, 'name': 'Hostel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hostel_', 'suffix': '.png'}}, {'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.10705, 'longitude': 8.68945}, 'roof': {'latitude': 50.10705, 'longitude': 8.68945}}",/v3/places/4b05884cf964a520f7bc22e3,Haus der Jugend,0.947701266667903,5.9
69,"[{'id': 19014, 'name': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}}]","{'main': {'latitude': 50.154468, 'longitude': 8.755628}, 'roof': {'latitude': 50.154468, 'longitude': 8.755628}}",/v3/places/4b058851f964a52051be22e3,Schöne Aussicht,0.9530238682517016,5.9
